tweet,user,date_time,replies,retweets,views,country,sentiment
even know mind confused thinking power left even know explain feeling frustrating tired everything,@bhawika304,Mar 31,1,,135,RU,high
medical emergency commissions post heyo psychotic episode weeks grim condition barely work dayjob receive salary hourly habe paid sick leaves draw please take commission,@okunichh,Mar 31,,40,2.3K,RU,moderate
liars said streets clean said youth saved state media praised president dr muizzu enlightening addicts lives claimed young people longer roam streets sleep mosques reality people suffering plain,@magumathiX,9h,1,4,400,RU,low
feeling like sleep barely eat heart hurts head never shuts fuck sober first priority right man would nice fucking numb everything holy shit,@40ozofhate,33m,1,,14,RU,low
russian telegram russia depressing shithole every fifth russian takes antidepressants experts explain long term stress economic instability increase burden mental health population tsar putin control surprising,@Beefeater_Fella,Apr 2,2,19,868,RU,low
become sick disabled stuck solution cannot study cannot work cannot earn money die stuck panic afraid scared drives crazy fight eventually time small chance drugs work,@alexandrer81988,Apr 3,,,30,RU,moderate
transparent know much around bit spiraled completely ended call icide hotline supposed admit night idk long actually stay,@nihilisticrythm,6h,2,,161,RU,moderate
kayo rin ba minsan even energy certain things around people anymore point life something feels like draining fighting peace mind happiness dealing,@arkcarlly,Mar 8,9,180,25K,RU,low
reminder philippines already ra known mental health law everyone read know reminder suicide never joke mental health taken seriously use platforms wisely suicideisnotajoke,@giasison,"Jan 8, 2020",28,4.8K,,RU,low
could easily died last night slept days trying get yt video point accidently got hands adderall cut meth overdosed let obsession success kill another thing ambulance came,@ShaneStoffer,"Nov 28, 2024",1.8K,1K,3.4M,RU,high
im gonna fucking slit throat im oversetimulsted rn im gonna die nothing feels right everything feels wrong much going im tweaking fuckingbad jnneedto die ned die,@des0lation_row,Apr 4,,1,97,RU,high
quiet last weeks lowest point life ever broken understatement right seen state doctors hse left accident many years ago would shocked,@IrelandWarriors,"May 15, 2024",55,80,116K,RU,low
fact people luxembourg living bipolar life acting like thing time get real mental health feeling sad dramatic brain body need healthcare bestie help exists,@svnee,Apr 1,2,,343,RU,low
really want get better recover really hard systems programs place help people like refuse help job centre help shaw trust help recovery college help cmht help,@satansendmeacig,Apr 1,,,38,RU,moderate
please share awareness know need help uk version suicide rape assault depression adhd helpline trauma line mental health line,@6jjayllenn,"Jul 6, 2020",,340,,RU,low
despair please reach available help derry lifeline ni hurt addiction recovery northland addiction zest self harm,@AddictionDerry,Apr 3,,1,102,RU,moderate
contemplating taking dads pistol shooting thought state months paralyzing loneliness crushing never wanted end like,@Italofiend,23m,,1,34,RU,low
actually miserable right cannot see outcome anything try ending well point today rather die get,@Cercropiashr00m,Mar 31,,,35,RU,high
feel like screaming void like day two stuck year almost two nothing changing every day damn routine thing changes suffering gets worse,@zhal80,"Nov 26, 2024",29,209,14K,RU,high
cant function properly heart racing fast shaking feel nauseous feel like passing,@xiezophrenic,Apr 4,,,24,RU,high
midnight vent becoming increasingly harder try manage life without antidepressants passing day anxiety gets better sobriety makes harder cope keep trying conquer anxiety pure spite kick ass,@songtakii,Apr 1,,,154,RU,high
feel fucking sick paranoid want kill cant deal like,@R4INC4NDYU,"Oct 30, 2024",9,408,30K,RU,high
feel like daze afraid make plans go anywhere feeling urgency everyday life worried happen next,@Jerilyn5137,Mar 28,25,9,13K,RU,moderate
makes even worse day ive literall en rjy cant get steps burn im tired enerjy yet couldnt sleep atall couldove avoided could sleep im going insane,@theorex1a,Apr 4,,,46,RU,moderate
feeling sad difficulty sleeping night tearful difficulty concentrating poor appetite feeling suicidal even intention taking life serious get help immediately,@KNeferhetep,"Oct 15, 2020",7,71,,RU,high
bunch alcohol kitchen rapidly losing shit sat alone going wake partner talk get sorted addiction battled matter,@street_trashed,"Dec 14, 2024",80,8,12K,RU,high
today tried rest sleep helped could cry would lie floor cry work supposed appointment psychotherapist today rescheduled think going end hospital,@SupKR_7,"Dec 5, 2024",4,28,4.5K,RU,high
overdose outreach teams oot regina saskatoon connect w individuals recently experienced overdose provide short term counselling connect longer term support anyone refer person oot,@SaskHealth,Apr 5,,3,1.1K,RU,low
make permanent decision temporary problem long ago even breaking point gun head found hope think family loved ones matter bleak things promise get,@BrandonCopicWx,Mar 20,9,15,85K,RU,low
overdosed nobody knows half shi going say call people check peope never know going,@coi_leray,"Nov 28, 2019",4,109,,RU,high
response last retweet state colorado someone overdosing anything call legally cannot get trouble person overdosing anyone else protected even lot drugs possession fucking call,@peachtourmaline,"Jul 28, 2021",3,127,,RU,low
government failure implement humane drug policies causing preventable deaths custody people experiencing substance use disorders legal right medical care existing drug laws yet routinely denied life saving detoxification services,@meedhoosoba,15h,,9,1.6K,RU,high
friends feel like counting last days went doctor today tried find much pain heart feels like explode could find answer means cannot help every day feel die,@Abdullah_Om3r03,"Dec 19, 2024",129,1.8K,303K,RU,low
surviving painkillers day middle night wake take another pill calm u think care whether u live die really,@ankitamahajan01,Apr 4,,,35,RU,low
every day first hour two getting bed torture forcing things like eat take pills cause reasonable thing knowing pass also go tomorrow next day next,@rainbowjanelane,Apr 4,1,,113,RU,low
babies spend day sleeping ok sleep hours wake minutes eat anything take random pill bathroom floor thn go back sleep showing symptoms clinical depression like double standards r real,@INDIEWASHERE,"Jan 8, 2018",11,3.9K,,RU,low
ah figured prescription taking giving insomnia making irritable super depressed good news know maybe brain broken little know certain,@Egocider,"Feb 26, 2022",31,104,,RU,moderate
exhausted every single medication negative side effects much made nauseous eat others made depressed function,@ambessasabs,48m,,,21,RU,high
first time life able sleep well never really issues sleeping last days miserable wake times night wake super early exhausted wish could clear mind things bothering,@JoblessGarrett,"Jan 9, 2020",34,16,,RU,low
cant sleep nervous excited time feels like low blood sugar,@iUkuleleGirl,Apr 4,,,168,RU,moderate
shit messes head home know bed lazy suicide watch days pass hoping die,@drugsfriendd,"Oct 28, 2021",5,4,,RU,high
wanna sleep cuz took two pills emotions stable worried,@PissMegami,18h,1,,47,RU,moderate
feeling sad anything specific think ngl despite bad side effects body thinking trying get back anti depressants wanna cry also feel numb honestly take brutal fucking rn feel something,@Yoru_Alt,Mar 31,1,,173,RU,high
fuck everything nothing working shitty problems driving panic breakdowns fuck gonna pop pills hope wake,@emocyberg,Mar 31,1,,92,RU,low
skippinh antipsychotics agakn aswell mood stabilizers second get refilled attempt overdose life sucks bro,@inscrutablehope,Mar 31,,,33,RU,high
done control even mind stopping meds matter parents decide felt like months listen tell spend time awake wishing,@Delicatenigma,Mar 30,,,56,RU,low
waking havent able fall back sleep consistently like two weeks sleep deprived still cannot sleep,@itsjeaniebeanie,15h,1,,129,RU,low
actually almost killed last night like almost took whole bottle pills,@Ijustletmesleep,Apr 1,,,26,RU,high
dont want go school want lay bed cry want kill,@vynillapup,Apr 1,,,62,RU,moderate
woke feeling sad life everyone vietnam beautiful april felt way,@anniedo486,Apr 3,,,22,RU,low
crashing tired body failing everything supposed always sick always sore always something wrong meds meds meds,@demenishki,"Sep 22, 2024",28,14,34K,RU,high
want go school tired stomach hurt pills took arm hurt cuts want sleep need sleep want get bed die,@cashachii,Apr 3,,,28,RU,high
antidepressants anti anxiety pills since july stopped taking pills thought feeling better severe need therapy medication postponing everything ends dm today reminded mental health,@Hind_Gaza,"Jan 31, 2024",322,5.5K,479K,RU,low
feeling sober able sleep well living hell earth mental illness sucks depression sucks hope never ever experience teamnosleep nightwalker depression mentalhealth mentalillness insomnia stress trauma,@maickel1979,34m,2,,32,RU,moderate
fed tired feeling like crap physically mentally tired time rest properly since weeks tired always stressed fucking limit,@Berry_Babie_,Apr 1,5,,410,RU,high
taking anti depressants feel better reason feel worse makes want relapse sh feel tired lost emotions feels like im floating,@strawbrryangeI,Apr 2,,,50,RU,high
tired state country waited years adhd diagnosis nhs england abolished along right choose waited nothing adhd crippling disability wish worst enemy need help none coming,@PoeticJustice23,Apr 3,,,45,RU,moderate
spy movies soo side pills emergencies fuck would love right animals come nothing left fucking hell world felt intense sadness fucking years enough enough,@Christine75214,Apr 3,,,6,RU,low
everyday gets harder harder wake want check mental hospital bad enough pto wanna anymore,@puprottoxxx,Apr 3,,,81,RU,moderate
really tough night bad sleep honestly wanna go back bed even wanna awake feel way rn,@DontUWeep,Mar 30,1,,227,RU,low
officially tired feeling like crap body hurts lack sleep getting want get good sleep toss turn constantly,@chlocampbelll,20h,,,20,RU,high
always idea write talk something priv never time cause stop shit like midnight sleep breaks never get anything done cause fuck gonna vibe till crash,@UkraianaB,Apr 2,1,,93,RU,low
aderall even legal india anyhow finally going get meds week unmedicated real medicated like enhanced real plain stupid,@grinchofholi,Apr 3,10,,5.6K,RU,high
living us every time wake see something news either wanna cry scream throw feel scared unsafe anxious state country helpless take,@zaynesjasmine,Feb 3,24,27,13K,RU,low
living state crackheadery means good practitioner get meds help,@_lexypro,Apr 4,,,20,RU,low
fucking lost without drugs alcohol numb pain anymore need idk fuck anymore,@PDPCDN,Apr 4,,,65,RU,low
slept properly since tuesday wish would stop crying feeling mentally strong today noise head loud determined get day sober,@street_trashed,Mar 29,181,27,17K,RU,moderate
since came lagos sleep pattern changed depressive sleep pattern,@Its_Substance,Mar 31,,,54,RU,moderate
pagod feeling well pressured hopeless helpless feeling mo may mali pa rin,@akoposimarcelo,"Jun 30, 2016",5,522,,RU,moderate
slept two days insomnia bad fireworks time helping either,@123henhenhun,Apr 2,,,40,RU,high
cant fucking sleep im tired go every night cant fucking sleep take antipsychotics specifically dont get paranoia attacks night still fucking sleep wanna sleep wanna dream wanna rest im allowed,@Moisty_Squers,Mar 31,,,99,RU,low
think getting sick cause felt like shit day sleep even sleep meds,@autistic_diaz,Mar 31,,,18,RU,high
another nightmare woke craving suicide uuughhhhh,@intrnetarchived,10h,,,87,RU,high
eaten since tuesday barely sleep stop crying feel sick stomach know right,@KenyaWaihinee,Apr 3,1,,36,RU,low
inherently tired amount sleep cure tiredness know ever rested ever,@_kgalilelo,Apr 3,,,54,RU,low
even sleep fuck niggas oms every time close eyes one dead ones dreams wake tweaking everyday nobody help mentally shit hold accountable staying strong life shit crazy dawg want dawgs back,@Damn_KenB,Apr 2,,,17,RU,low
morphine pills generic night syrup nothing working,@MacNayna,Apr 2,,,96,RU,high
everyday im forced remember trauma point rest day night includes either memories said traumas intense flashbacks cant bear handle staff try really hard ground distract fucking hell,@strvdrue,5h,,,13,RU,low
honestly real still think think much avoid things empty mind go straight forward keep accumulating things deal sleep like take brain,@tokkisomnia,Mar 11,6,176,22K,RU,low
new disease namely attention deficit hypercomplaining syndrome widely prevalent among population india common million cases per year india treatment help condition cured chronic,@autopsy_surgeon,"Nov 12, 2023",43,92,43K,RU,low
msm gaslights connection ssri antidepressants mass shooters telling fda forced put black box warning says following anxiety agitation panic attacks,@Inversionism,"Oct 27, 2023",80,1K,151K,RU,moderate
christian diagnosed bipolar disorder one thing learned last hours christians need talking mental health christians need vulnerable diagnosed experiencing christians,@EruditeTogether,"Aug 14, 2024",40,22,20K,RU,low
sick stress anxiety roommate stress literally breaking body never much pain long relief slept night hour two week pain unbearable nightmares,@agrumpygremlin,3h,,,58,RU,low
existential crisis identity crisis obsessive streak started sleep two hours day paranoia insecurities hitting one uncontrollable mood swings week tell mind never clearer coherent,@anywaythething,Apr 4,1,,41,RU,high
mean totally sincerely need seek treatment severe anxiety schizophrenia concerning already go therapy therapist intervened,@newyorkphot,Mar 6,1,,6.5K,RU,low
maybe accept one going understand one ever bpd schizophrenia genuinely worst im impulsive get egotistical get depressed suicidal delusions never stop,@ruikasapop,Mar 30,7,8,2.4K,RU,low
life curse broken ties mind constantly ruminating making impossible say shit without mf making thoughts feelings making growing makes literally want internalize every single thought,@melozdrma,4h,,,111,RU,low
mind overflowing yet every thought feels like page torn diary soaked tears spilled whiskey words feels broken speak trying feels like trying speak throat full shattered glass,@prince__xzy,6h,3,21,122,RU,high
stop stigma someone struggled addiction know firsthand fear speaking seeking help worry judged labeled ostracized around us hard truth people judge gossip anyway let fear,@1PenStudios,Apr 2,,1,125,RU,low
skipping meals irregular sleeping habits overthinking stress tired drained everyday,@ysodumb_,"Sep 12, 2024",9,89,12K,RU,moderate
sick bpd persistent feeling whole life inadequacy never feeling anything everything restless feeling neck like need break crawl skin since like kill oh wait tried many times feel stuck hell,@bl00dnB0nee,Apr 4,,1,307,RU,low
twenty years ago entered first psychiatric hospital town called purmerend far amsterdam driven boss colleague dear friend concerned health psychosis experienced amazing,@Chitailova,"Nov 18, 2023",21,42,25K,RU,high
brain literally overwhelmed literally one thing top another constantly constantly small stuff even feel every emotion completely numb simultaneously want cigarette,@xX_ab31_Xx,4h,,,27,RU,high
please catch break allowed ever sleep feel unbelievably sick never recover without rest constantly denied body fighting,@mxmacabre,Mar 30,,,60,RU,low
meth ended psychosis going outside police guns cuz thought werent real lol dont almost got arrested times n permanent psychosis also gained back weight whn quit n developed permanent binge problem,@c0axcabl3,Apr 2,4,,5.1K,RU,high
cant let single thought get head wont sleep month,@chocokirua,Apr 1,,,37,RU,low
shopping excite anymore count money stash whatever cash got table thought food makes vomit people drain speak much yes slept ever breathe sometimes never love,@yanaorii,Apr 4,,,87,RU,high
boring getting tired ever fantasize want cry hurts bad unable cling anyone voice gets laughed ignored short piece junk,@monokurosensu,Apr 1,,,12,RU,high
alam niyo overthinking healthy keeps mind stuck cycle worry making even small problems feel bigger kaya please lang let go control,@ashdresrkives,Apr 1,,17,890,RU,low
going confess think sui lot like daily day wake go sleep thinking never plan beg wake every single night hate scared tell psychologist meds working,@coreopsisx,1h,1,,25,RU,low
try think talk god ptsd sucks let think little bit boom flashbacks entire night nervous system ruined like curl ball stress almost cry night guess forever,@TheDarkDuchesss,20h,1,,40,RU,high
okay stop mood shifting overthinking suicidal episode call night,@ikhmanlukluk,Apr 4,,,35,RU,low
advise go nearest mental health clinic condition gets worse suffer psychological disorders condition difficult doubt,@alharaish,Apr 4,,,76,RU,low
joke going insane spend hours day speaking wall screen chill days lose nothing leave anything,@ahem__22,Apr 4,,,10,RU,moderate
think overdone brain function anymore im really struggling take care whatsoever im scared one reach one around help pull im past point able hardly living,@princesspock3t,Apr 1,,,86,RU,high
im overstimulated stressed overwhelmed could cry,@zoriyuh,Apr 3,,,190,RU,moderate
keep saying ima get sober sort life also would alternative seems ceaseless mental suffering compounded extreme reactions nervous systems,@izabizabel,Apr 4,1,,14,RU,high
adhd meds always make sad brain quiet quiet think outta za forget alcohol hurts body much,@20Teisha,Apr 1,1,,147,RU,low
keep trying put work better person life stop certain things part feel okay night recently im ready go bed slip overwhelming feelings thoughts seem understand,@cxregrave,Apr 3,5,,1.8K,RU,low
eating stresses shitting stresses kitchen stresses wide range things stresses tonight broke tears cause ocd taken toll anything brain attacking constantly,@lolyousaidfword,Apr 3,,,28,RU,moderate
sleep night annoying anxious much mind sleep hate,@AhzariaI,Apr 4,,1,72,RU,high
even describe shit even tell good need get shit together distractions good pills longer work distractions used involve order escape thoughts became part unfightable thoughts,@Marwan_7ezb,12h,,,36,RU,high
cam drink throw pick hair skin scream hell even feel like pacing around night ok either hell normal people cope quietly,@m3ritl3ss,Mar 31,,,62,RU,low
lie bed overthinking finally feel sleepy many things bothering even talk instead sit dark talk,@mr_frimpong22,34m,,,6,RU,high
feel like living alternate universe common ground people conversations empty trust anyone want everything feels fake cost awake guess,@swetaaasingh,Apr 2,3,2,729,RU,moderate
irregular sleep schedule drowsy sleep recurring sleep paralysis hallucinations sleep sometimes tell difference dreams hallucinations reality,@thevoidinmymind,Apr 3,,,38,RU,low
struggling lot lately thoughts although medication month good psychiatrist struggle real sometimes let go actions words made feel thought would never circumstances,@epicnephrin_e,"Sep 21, 2024",88,11,22K,RU,low
crazy go doctors tell something wrong give medication like evidence needed like u go n say sleep mins later cuttin sleeping tablets like,@ELEANORXNEALE,"Sep 14, 2018",5,11,,RU,high
seeing nurse practitioner tomorrow think bipolar getting worse getting really impulsive money thoughts night shut try sleep half night much noise head sleep,@AethyrHeart,Apr 1,,,20,RU,high
brain working well like deprived sleep literally become like retard cannot math surprised still talk literally like living chatgpt spitting things understand studied lot even,@elenasongsong,Apr 4,,1,39,RU,low
bro fuck keep forgetting tk tale medication ans bad even nightmares fucking period coming back jesus fuck need lock never forget wpuld kill myselfnif came back,@h1raiiimomo,Mar 30,,,25,RU,moderate
problem sleep well night mind keeps running solution block time day phones distractions let thoughts flow freely get bed much thought debt sleep much easier,@NdamukongSuh,"Dec 18, 2021",36,116,,RU,low
us raised strict parents ndio tuna abuse drugs sana know maintain friendships practically alone growing last least suffer serious social anxiety buana,@njeng_Ah,"Dec 2, 2024",90,787,98K,RU,moderate
benadryl fucked mind much look eyes general mirror else go full blown psychosis cry,@CuttrLikeNevada,Mar 30,,,63,RU,moderate
call get many information keep walk around try stuff reality nothing end angry almost dizzy want cry bc nothing makes sense anymore,@sevnseasn,Apr 3,,,21,RU,high
past week constant nightmares row sleeping badly feel like never get enter rem sleep wake slightest sound super aware surroundings really hope hibernate soon,@merugaki0,Apr 4,,,64,RU,low
sleep deprivation really makes crazy feel like drunk sleepiness eyes wide open fingers still typing,@DeremKado,Feb 16,5,10,4K,RU,moderate
hate anxiety affecting memorization study habits hard cope even harder focus absorb digest information know healthy mind ph healthcare system sucks like,@psychtwts,"Sep 27, 2022",14,3.7K,,RU,high
thoughts sleep wish could remove part brain desires love bcs happening fully capable person kaya ko sarili kong alagaan mahalin buhayin life would happier part brain never existed,@poseative_,Mar 6,27,44,48K,RU,low
maybe running mad something sleep without talking roleplaying head like people lay sleep clear head,@da_real_ceo,16h,4,6,70,RU,high
addicted sleeping point fall asleep time anywhere rather sleep spend time family friends even holidays think genuinely problem,@vanshikahuhh,"Dec 14, 2021",12,52,,RU,high
feel like going insane really want go school tomorrow need sleep forever ever take mind food big fatty,@vmalixe,Apr 4,1,,8,RU,low
unfortunately live constant fear boring everyone meet struggle make conversation lot time brain either completely blank overthinking everything,@UStillBasic,"Dec 6, 2024",27,48,12K,RU,high
unable sleep whole night mind keeps thinking despite trying sleep closing eyes universal issue urging experts resolve immediately,@ShareefYezdani,3h,,,58,RU,low
dunno feel completely withdrawing ever want leave house speak many people,@ViennaToya,Apr 4,1,,128,RU,low
days like glad talking stage anyone imagine explain phone day still able talk tired want sleep,@RethaNhlapo,Apr 3,,,45,RU,low
think anyone whether life outside could possibly get real words lost ability speak outside work,@plz_ignore_,Apr 4,,1,296,RU,high
speaking seeing people everyday overstimulating week weekend get invited family events genuinely want go want contact two days wanna curled bed,@Alhaja_Uncut,17h,1,1,95,RU,low
growing hair hide head scars chiskop challenge ayo mpandla ne sbunzi years doctors misdiagnosed epilepsy current diagnosis says hypersomnolence cataplexy hypnogogic hallucinations highlights narcolepsy epilepsy,@TakaTina1,"Mar 19, 2021",56,43,,RU,low
sleeping brain shut always thinking different things able catalogue even conversation anything brain visualises stuff difficult like shut sighs,@EmeraldZee1,3h,3,,209,RU,high
ahhahaqjja feel like many thoughts killing cant express even could one would understand wrong,@marlborokc4ls,Apr 5,,,16,RU,low
cannot fucking sleep wake every hour takes ages fall back asleep hate,@ickyteeth,Mar 31,,,86,RU,low
think thirteen hours past three days logan body let meds put coma dead world second kick,@CANlNECLAWS,11m,,,32,RU,low
sleep ever really night thinking damn head muchhh,@AniyahhNiyah,Mar 31,,,116,RU,low
ask okay lie bout cry bout get high bout itttt,@chaiyanaaak,Apr 1,,,105,RU,low
constantly break sleep think abt one thing fr,@Thekingofstyle_,Apr 2,,,145,RU,low
cant sleep im tired mind filled many thoughts,@its_kiki_minaj,Apr 2,,,35,RU,low
thinking one time go school staying night snorting opioids man rough recommend,@kayskals,Apr 4,,,15,RU,low
resorting drug induced sleep later tonight ngeke phela,@celenciaga,15m,,,5,RU,low
almost victims break slept ever since sleepy still shaken mind races whenever close eyes,@MushwanaMartha,Apr 2,2,,394,RU,low
sometimes b around ppl literally shit say like bad know b feeling weird rly gaf im talkin head rn find sum,@Jasminearmanii,"Sep 21, 2024",12,1.7K,204K,RU,high
people understand play phone literally keep eyes open lying eyes shut fall asleep option terrified alone thoughts,@itsbpdandme,"Nov 8, 2022",12,56,,RU,low
never sleep time start thinking shit overthinking shit thinking overthink overthinking think fact thinking much made overthink lol someone knock sleep,@sweeterbela,"Mar 19, 2018",,310,,RU,low
bpd going get killed would cool heard feel like talk everything fully without everyone looking different know maybe close moots genuinely understand could never seriously talk anyone irl,@djetwater4,Apr 2,1,,33,RU,low
day comment today day struggling fall dead asleep still gone sleep like hours bsf almost got caught talking issues ermmm comment,@BbenBelen,Apr 3,,,25,RU,high
would wear mouth tape intense bouts sleep talking think whatever saying leave,@daikanjyo,Mar 30,1,5,3.4K,RU,high
smoke weed every night bc bitch sleep reason last night decided anddd took hours fall asleep woke hour later panic dream airport someone shooting fuck pot,@lizzy_israel,"Feb 18, 2020",7,56,,RU,moderate
slight comic thread discussing discourse dreamer buckle long one incredibly nervous still extremely triggered discussion feel say anyways,@insanityeric,"Nov 13, 2024",19,125,27K,RU,low
doctor still feel like want end ur life drugged high stop seizing throwing never thoughts ending life,@AsalnWonderland,Apr 4,,,15,RU,low
rly want drugs everytime sad even though never done substances ever even crave drugs never done,@FHGZendorsement,Apr 4,,,13,RU,moderate
literally live head think situation something much ruins makes day better,@vee9_xo,Mar 31,1,2,124,RU,moderate
like robots dreams try others good luck good bye vi nam,@NvtLam1994,Apr 4,,,29,RU,low
really play sleep wake sleep prolly never talk life,@Vinevineeee,Mar 30,,,356,RU,low
hate night time lay nothing thoughts get thinking one thing thinking something else constant thoughts throughout day never get break want lay peace,@dianazamoraxox,"Dec 28, 2018",,578,,RU,low
way shit keep throwing im neva gonna sleep stomach always gonna feel fucked,@Tropical_drugz,Apr 4,,,13,RU,high
averaging hours sleep per night past week even drink coffee day keep awake running nothing iman pure hatred israel,@s4f1ja,Mar 24,1,1.5K,145K,RU,low
everytime drink feel amazing wake morning realize told everyone everything supposed say feel full dread,@deadangelsystem,Apr 4,1,,38,RU,low
bro im addicted weed get addicted get anxious irritable fall asleep without anything fun ok get back,@debtbarbie,"Dec 26, 2020",23,560,,RU,high
one thing get high pop sleeping pills world gets loud,@_Chinaaaa__,Mar 31,,,3,RU,low
sleep ever go sleep morning wanting make tea clean bathroom,@monicagmyrick,Mar 30,,,178,RU,low
hey cant almost past always another sesh night want forget everything feel nothing cant genuinely strong feeling soon im gonna give temptation decided im gonna try quit smoking daily sm phlegm throat cough constantly makes stomach burn day almost coughed blood want try least clean weeks month least start,@hrtmelody,2h,,,72,RU,moderate
peep got insomnia never could sleep night without za str though days zeb lol,@ChaseBenjiFargo,Mar 30,,1,118,RU,low
like wake im frazzled feel weird different memory yesterday,@zundamind,Mar 31,,,81,RU,low
locals started getting hands legal drug keeps alive havent used month let body heal suffering chronic anxiety return,@niaurrita,Apr 1,,,31,RU,low
hate waking middle night restless thoughts never let get back sleep,@k74011,Apr 4,,,124,RU,high
love late night ponder every single decision ever made every single word ever said every single person ever every single thing done every single possible wrong right thing every single possible,@kkennnedi,"Nov 17, 2024",4,119,21K,RU,low
put headphones lose music music drug allowed korea,@yeorifanacc,Feb 19,4,580,30K,RU,low
forgot medicine gives worstttttt dreams ever omg every night fighting life,@avery_andrewsxo,Mar 31,,,37,RU,high
freak yeah psycho feel good heartbroke man manically night though took another dose think micro,@c1nnamnboy,Mar 31,,,24,RU,low
hate going sleep wit shit mind tossing turning til nomore,@yooneishaaaa,Apr 4,,,60,RU,moderate
im type never talk start tweaking nowhere bc ive bottling long,@ShikzPOV,Apr 2,,,296,RU,high
yesterday posted capsule bumper sale punjab estimated sales around crores daily viral video sangrur area cm bhagwantmann youth thar seen multiple accidents times people found,@ManikGoyal_,"Aug 30, 2024",129,643,144K,RU,moderate
coming addict recovery used flex drugs music videos pictures everywhere else please end drgtwt drug twitter talking last week tl filled perc lean drugs specifically,@slightbeats,"Sep 24, 2023",27,66,51K,RU,low
probably need hear wake n take anti depressant followed coffee get alert adderal focus meals sugar take xanax relieve stress weed fall sleep giant fuckn issue brain turning moosh,@ZssBecker,"Aug 31, 2022",166,215,,RU,high
going really open struggles moment hope helps others speak overdosed sleeping tablets last night complete nervous breakdown went hospital support psych teams therapy place try help,@perrigame,"Apr 26, 2020",220,26,,RU,low
remember sending messages random account following lost already g ven decided overdose sleeping pill wanted something particularly look suicidal took pills instead prescribed pill,@lamispaco,Apr 5,1,,593,RU,high
sorry lu way u get meds ur doctors soon like valium temazepam something benzos bit addictive idk recommend seriously knock valium helps anxiety day took,@dyiwng,18h,2,,23,RU,high
report indicated approximately million ghanaians experiencing issues related drug use primarily involving marijuana additionally substances mentioned included cocaine heroin methamphetamines synthetic opioids like tramadol codeine,@eddie_wrt,"Apr 4, 2024",33,74,92K,RU,low
ive sick beyond stressed landlord ac doesnt work work stressing im exhausted keep waking almost every hour sleep tt,@1111_spade,1h,,,16,RU,high
severe anxiety anger issues palpitations night sleep properly night every moment im suffering like hell,@muslim48480,Apr 2,,1,231,RU,low
bipolar affective disorder bpad mental health condition marked extreme shifts mood energy behavior seek support health center call telemanas x bipolarawareness nimhans mentalhealtheducation,@mheduNIMHANS,Apr 1,1,2,244,RU,low
emphasize enough russians killing us also stress sleep deprivation never ill life nearly years imagine entire country developing permanent health problems,@AnnaOdesitka,"Dec 16, 2024",71,249,11K,RU,low
fever runny nose kiiiing feel someone beating night strong headache getting worse hope get better birthday blame russians stress got sick f russ,@Oksii33,"Feb 18, 2024",77,41,5.3K,RU,moderate
trigger warning overdose ngl od point nothing depression everything fact afford get wisdom teeth pulled keep taking anything help sleep literally worse pain experienced,@heyyitsjanea,"Jul 18, 2023",36,19,27K,RU,high
breathe properly exhausted hallucinations really started fire stressed able sleep,@atticus_diary,Apr 4,,1,36,RU,low
student vietnam committed suicide pressure studying school parents time stayed study,@jbvq19,"Apr 2, 2022",6,147,,RU,high
mood swings hypertension schizophrenic episodes anxiety withdrawals fatigue depression weight fluctuation procrastination insecurities rapid aging constant ailments medication dependancy consuming food consuming drugs,@Qhawe___L,Mar 30,7,68,6.2K,RU,moderate
screaming people hospital people mental health services anyone keep afloat help late end day nobody coming save weak tired help,@VampireGhuleh,Mar 18,36,6,6.1K,RU,low
scrolling thru account want give advise contact doctor better psychiatrist suffer paranoia cognitive decline get worse sayin,@gepardtatze,Apr 4,3,,919,RU,high
wednesday took lot wrong meds similar packagings worse took usual feeling great overdose awful honestly almost gonner today able sit properly,@Mschatnoir,12h,7,1,272,RU,moderate
meds days feel side effects much angry got fight sibling dumbest shit,@diAngelooffline,Apr 3,,,32,RU,high
barely awake yesterday hospital waiting room liver specialist said excessive pill intake last week fuck liver cirrhosis much nine lives running though must get well really try,@street_trashed,Mar 26,27,5,5.5K,RU,low
yoo ah tests positive psychotropic drugs total drug count,@Koreaboo,"Jun 9, 2023",71,309,284K,RU,low
see videos people held doused water took colorado form synthetic codeine many know asides psychosis cause also cause paranoia seizures stroke even death cases share,@aproko_doctor,"Jan 15, 2020",71,2.1K,,RU,moderate
forcing sedatives sleeping medication atarax frontin everything get meout,@suopriri,Mar 31,,,41,RU,low
traumatized individuals overactive nervous systems exaggerated startle response one example overproduction certain chemicals results constant anxiety hyper arousal difficulty sleeping great impact health,@DianeLangberg,"Aug 20, 2018",8,105,,RU,low
went hospital early morning okay still okay er doctor accused drug seeking referred mental health counselor counselor read file like lot pain need pain relief,@bibicosplays,"Jan 20, 2023",325,2K,1.5M,RU,low
scientology scientology cults apostatealex yashar since drugs scramble mental image pictures time track many triggers stir past traumatic incidents anger grief fear apathy drugs major source anxiety depression death,@SoulPrisoner,Apr 1,1,1,64,RU,low
drinking really always wake critical condition,@kaneshapotts247,Mar 30,,1,85,RU,low
cant fucking sleep heads burning eyes burning neck fucking aches took second panadol wtf next gulingkan rezim,@peenfrfr,Apr 1,3,,277,RU,low
